cultivo,region,temperatura_c,humedad_suelo_pct,ph_suelo,rendimiento_t_ha,alerta_calor,alerta_hidrico
Café,Región Caribe,19.2,51.8,6.92,0.719,0,0
Café,Valle del Cauca,19.7,52.7,6.6,0.605,0,0
Maíz,Llanos Orientales,27.7,81.6,7.11,1.665,0,0
Arroz,Llanos Orientales,17.6,86.1,7.08,5.914,0,0
Café,Región Andina,17.8,54.3,6.1,0.571,0,0
Café,Región Andina,20.4,64.1,6.67,0.982,0,0
Maíz,Región Caribe,28.0,71.9,4.82,1.796,0,0
Maíz,Llanos Orientales,14.1,27.5,6.25,0.652,0,1
Café,Eje Cafetero,19.6,50.8,6.69,0.595,0,0
Maíz,Región Caribe,22.4,53.8,6.48,1.465,0,0
Papa,Eje Cafetero,19.3,68.2,7.83,21.571,0,0
Maíz,Región Andina,11.5,48.5,5.76,1.051,0,0
Maíz,Eje Cafetero,21.3,82.6,7.29,1.991,0,0
Café,Valle del Cauca,20.4,49.7,5.6,0.768,0,0
Maíz,Región Andina,16.8,55.6,6.86,1.265,0,0
Papa,Región Andina,18.8,61.5,5.59,21.15,0,0
Maíz,Eje Cafetero,16.5,80.4,5.76,1.863,0,0
Plátano,Región Andina,18.2,46.3,6.68,4.726,0,0
Maíz,Región Andina,19.0,40.3,5.95,1.096,0,0
Plátano,Región Caribe,24.8,61.9,5.94,8.027,0,0
Maíz,Eje Cafetero,25.4,47.1,7.55,0.974,0,0
Café,Región Andina,18.7,49.1,4.75,0.707,0,0
Café,Llanos Orientales,20.3,77.4,6.98,0.997,0,0
Arroz,Eje Cafetero,24.0,30.3,7.16,2.233,0,0
Plátano,Región Andina,20.8,35.6,5.62,4.717,0,0
Maíz,Valle del Cauca,27.9,26.6,5.27,0.535,0,1
Café,Llanos Orientales,27.8,60.7,6.93,0.623,0,0
Café,Región Andina,20.4,53.7,5.87,0.727,0,0
Papa,Valle del Cauca,25.6,60.1,6.8,21.349,0,0
Maíz,Valle del Cauca,20.0,58.6,6.72,1.719,0,0
Arroz,Llanos Orientales,19.0,89.6,4.0,6.39,0,0
Café,Región Andina,19.6,46.1,5.39,0.595,0,0
Maíz,Llanos Orientales,13.9,72.0,6.53,1.834,0,0
Plátano,Eje Cafetero,23.8,65.5,6.19,7.418,0,0
Arroz,Región Andina,27.2,42.1,6.11,3.479,0,0
Café,Valle del Cauca,26.0,57.3,5.27,0.722,0,0
Maíz,Valle del Cauca,21.1,54.6,6.84,1.449,0,0
Arroz,Eje Cafetero,24.8,61.9,6.07,5.712,0,0
Papa,Llanos Orientales,18.0,30.1,6.4,8.649,0,0
Café,Región Caribe,31.8,13.5,7.51,0.147,1,1
Plátano,Región Andina,26.1,39.2,6.44,4.214,0,0
Maíz,Región Andina,24.3,82.9,5.17,1.937,0,0
Maíz,Eje Cafetero,20.3,31.8,6.25,0.885,0,0
Papa,Valle del Cauca,27.5,73.4,5.96,25.211,0,0
Arroz,Eje Cafetero,13.7,42.0,6.69,2.388,0,0
Maíz,Eje Cafetero,25.8,43.9,4.9,1.23,0,0
Papa,Región Caribe,17.3,56.1,4.74,16.178,0,0
Maíz,Eje Cafetero,20.5,67.8,6.66,1.717,0,0
Maíz,Valle del Cauca,18.9,47.9,5.51,1.047,0,0
Plátano,Región Andina,9.8,53.3,5.69,5.483,0,0
Arroz,Eje Cafetero,17.3,65.7,5.18,4.779,0,0
Café,Región Andina,27.0,58.6,6.43,0.745,0,0
Café,Eje Cafetero,20.4,66.7,6.12,0.764,0,0
Arroz,Eje Cafetero,20.2,63.5,6.97,5.631,0,0
Maíz,Eje Cafetero,27.0,71.4,4.8,2.003,0,0
Café,Valle del Cauca,20.0,23.9,6.3,0.333,0,1
Café,Región Andina,21.6,45.5,6.59,0.591,0,0
Maíz,Valle del Cauca,26.2,69.0,6.23,1.533,0,0
Café,Valle del Cauca,18.0,56.6,6.26,0.806,0,0
Papa,Región Andina,16.4,58.8,5.54,16.078,0,0
Café,Llanos Orientales,14.0,77.5,7.17,0.935,0,0
Café,Valle del Cauca,20.9,63.4,6.67,0.908,0,0
Arroz,Región Caribe,17.1,50.1,5.21,3.721,0,0
Café,Región Caribe,21.8,32.4,6.75,0.379,0,0
Maíz,Región Andina,27.0,12.6,6.79,0.317,0,1
Plátano,Región Caribe,15.5,24.4,5.18,2.469,0,1
Café,Región Caribe,23.1,73.9,6.13,1.011,0,0
Arroz,Eje Cafetero,14.3,72.7,6.66,5.614,0,0
Café,Región Caribe,24.4,59.6,5.57,0.742,0,0
Maíz,Valle del Cauca,13.1,70.6,5.3,1.6,0,0
Maíz,Región Andina,18.1,69.6,6.5,1.718,0,0
Maíz,Llanos Orientales,13.1,52.7,5.06,1.003,0,0
Café,Llanos Orientales,21.0,58.7,5.75,0.69,0,0
Café,Valle del Cauca,19.6,47.1,5.6,0.5,0,0
Papa,Llanos Orientales,20.6,56.4,7.64,19.737,0,0
Papa,Eje Cafetero,24.9,82.0,5.08,21.317,0,0
Maíz,Llanos Orientales,14.3,54.4,6.23,1.189,0,0
Maíz,Eje Cafetero,25.3,31.6,6.01,0.915,0,0
Plátano,Llanos Orientales,26.5,51.1,6.94,7.278,0,0
Arroz,Región Caribe,27.4,55.2,6.25,3.729,0,0
Papa,Eje Cafetero,20.8,26.3,6.02,9.95,0,1
Maíz,Región Caribe,26.0,44.1,6.02,1.132,0,0
Arroz,Eje Cafetero,28.3,32.7,4.55,2.38,0,0
Maíz,Región Andina,12.7,23.3,6.43,0.441,0,1
Café,Eje Cafetero,19.8,55.0,6.71,0.611,0,0
Maíz,Valle del Cauca,15.6,58.2,4.43,1.12,0,0
Maíz,Llanos Orientales,15.3,53.3,6.23,1.03,0,0
Café,Valle del Cauca,19.7,55.9,6.2,0.744,0,0
Café,Eje Cafetero,16.2,46.3,6.62,0.561,0,0
Café,Valle del Cauca,30.1,36.7,7.0,0.403,1,0
Café,Región Andina,14.8,98.9,6.59,1.295,0,0
Maíz,Valle del Cauca,17.0,13.0,7.32,0.344,0,1
Arroz,Valle del Cauca,15.4,85.5,6.23,6.07,0,0
Café,Región Caribe,19.2,71.2,5.46,1.032,0,0
Papa,Región Andina,30.3,75.8,7.15,22.195,1,0
Plátano,Valle del Cauca,19.0,83.0,5.66,9.678,0,0
Café,Llanos Orientales,16.6,49.6,4.74,0.562,0,0
Plátano,Valle del Cauca,17.4,52.5,4.68,5.569,0,0
Café,Llanos Orientales,19.4,79.5,6.75,1.008,0,0
Plátano,Eje Cafetero,16.4,63.1,5.56,8.638,0,0
Papa,Valle del Cauca,19.6,80.8,5.58,25.166,0,0
Arroz,Región Caribe,19.2,68.7,6.68,4.597,0,0
Café,Región Caribe,15.3,34.0,5.88,0.353,0,0
Café,Valle del Cauca,30.3,60.7,5.51,0.605,1,0
Arroz,Llanos Orientales,20.6,44.7,7.09,3.219,0,0
Maíz,Región Caribe,21.5,52.5,5.91,1.663,0,0
Maíz,Llanos Orientales,18.5,46.1,7.74,1.115,0,0
Café,Llanos Orientales,21.7,35.7,5.5,0.48,0,0
Plátano,Valle del Cauca,25.8,81.0,5.79,8.356,0,0
Café,Región Caribe,18.5,58.6,6.29,0.676,0,0
Café,Valle del Cauca,20.2,47.5,4.47,0.561,0,0
Arroz,Llanos Orientales,13.8,31.2,7.3,2.175,0,0
Café,Eje Cafetero,22.5,32.6,7.17,0.407,0,0
Arroz,Región Caribe,22.4,44.3,5.81,4.231,0,0
Café,Llanos Orientales,24.7,55.9,4.98,0.84,0,0
Arroz,Llanos Orientales,21.7,69.9,5.24,5.293,0,0
Café,Valle del Cauca,21.8,53.0,5.35,0.653,0,0
Papa,Valle del Cauca,29.0,19.9,5.02,6.438,0,1
Café,Llanos Orientales,27.9,34.7,4.86,0.363,0,0
Maíz,Llanos Orientales,12.6,67.1,4.46,1.253,0,0
Maíz,Eje Cafetero,15.9,54.9,6.56,1.052,0,0
Café,Región Andina,12.9,60.6,5.79,0.53,0,0
Maíz,Eje Cafetero,17.7,61.9,6.89,1.307,0,0
Café,Llanos Orientales,25.9,68.2,5.92,0.714,0,0
Maíz,Región Andina,23.8,56.3,6.5,1.603,0,0
Café,Región Andina,22.5,47.2,5.9,0.66,0,0
Maíz,Región Andina,23.4,30.4,5.72,0.712,0,0
Arroz,Llanos Orientales,18.9,59.4,5.98,4.338,0,0
Maíz,Valle del Cauca,25.9,48.8,5.56,1.348,0,0
Café,Eje Cafetero,24.1,27.6,6.92,0.294,0,1
Maíz,Región Caribe,19.5,29.2,6.48,0.71,0,1
Arroz,Eje Cafetero,20.8,54.5,7.96,4.641,0,0
Arroz,Eje Cafetero,25.1,89.6,6.68,7.298,0,0
Maíz,Región Caribe,29.2,17.5,7.29,0.416,0,1
Café,Eje Cafetero,17.8,68.9,6.86,0.828,0,0
Arroz,Valle del Cauca,17.8,81.7,4.84,5.549,0,0
Café,Valle del Cauca,24.4,57.5,4.5,0.649,0,0
Plátano,Región Caribe,19.3,56.5,6.95,7.357,0,0
Maíz,Región Andina,24.0,53.8,8.5,1.446,0,0
Café,Región Andina,21.0,52.7,6.29,0.645,0,0
Papa,Valle del Cauca,20.7,58.2,4.46,18.388,0,0
Maíz,Región Caribe,23.7,26.9,6.22,0.681,0,1
Maíz,Región Caribe,20.1,51.2,5.22,1.306,0,0
Maíz,Región Andina,21.6,48.1,6.72,1.318,0,0
Papa,Eje Cafetero,22.4,53.7,6.03,18.64,0,0
Plátano,Llanos Orientales,22.6,59.7,6.8,9.335,0,0
Papa,Valle del Cauca,14.4,41.3,6.7,12.769,0,0
Café,Valle del Cauca,23.4,63.6,6.73,0.799,0,0
Arroz,Valle del Cauca,10.1,69.2,7.04,3.687,0,0
Café,Región Caribe,27.3,41.0,5.43,0.47,0,0
Plátano,Eje Cafetero,20.2,33.6,7.99,3.707,0,0
Maíz,Región Caribe,20.2,67.4,7.27,1.958,0,0
Café,Llanos Orientales,13.5,45.6,5.21,0.566,0,0
Arroz,Región Caribe,14.2,54.1,7.04,3.349,0,0
Café,Eje Cafetero,24.8,98.7,5.68,1.473,0,0
Plátano,Valle del Cauca,19.3,28.8,7.1,4.284,0,1
Papa,Eje Cafetero,21.2,87.0,4.87,31.279,0,0
Plátano,Región Andina,30.6,61.4,5.18,6.785,1,0
Arroz,Llanos Orientales,25.7,44.8,7.27,4.003,0,0
Maíz,Llanos Orientales,22.1,65.1,5.67,1.695,0,0
Maíz,Región Caribe,29.0,63.4,6.69,1.276,0,0
Arroz,Valle del Cauca,16.2,54.7,7.68,3.839,0,0
Plátano,Llanos Orientales,26.9,51.5,6.66,5.556,0,0
Maíz,Llanos Orientales,20.8,60.0,5.36,1.47,0,0
Papa,Valle del Cauca,17.5,65.7,7.39,20.648,0,0
Maíz,Eje Cafetero,20.2,47.6,5.78,1.471,0,0
Café,Región Andina,30.9,67.9,7.84,0.837,1,0
Maíz,Eje Cafetero,16.9,49.2,6.59,1.126,0,0
Café,Llanos Orientales,22.9,49.2,6.14,0.616,0,0
Maíz,Eje Cafetero,25.5,42.9,6.68,1.035,0,0
Café,Valle del Cauca,31.9,71.3,6.0,0.702,1,0
Arroz,Llanos Orientales,23.1,48.4,5.79,4.187,0,0
Café,Eje Cafetero,23.8,35.4,7.32,0.495,0,0
Arroz,Valle del Cauca,25.9,54.7,4.0,3.745,0,0
Café,Valle del Cauca,19.1,31.1,6.83,0.367,0,0
Arroz,Eje Cafetero,18.8,77.9,6.95,5.951,0,0
Café,Región Andina,18.6,54.2,6.12,0.625,0,0
Café,Llanos Orientales,23.0,20.0,5.19,0.287,0,1
Café,Valle del Cauca,28.9,31.0,6.98,0.413,0,0
Papa,Valle del Cauca,22.4,58.2,6.83,21.943,0,0
Maíz,Valle del Cauca,28.6,99.4,5.21,2.237,0,0
Arroz,Región Caribe,23.1,60.4,6.17,5.62,0,0
Maíz,Región Caribe,14.2,64.8,5.61,1.431,0,0
Papa,Eje Cafetero,18.2,31.9,6.61,11.296,0,0
Arroz,Eje Cafetero,29.9,45.9,7.26,3.302,0,0
Arroz,Llanos Orientales,21.9,98.5,6.18,7.07,0,0
Plátano,Eje Cafetero,23.2,43.9,5.2,6.462,0,0
Arroz,Región Andina,29.8,46.6,5.04,3.34,0,0
Plátano,Llanos Orientales,19.7,36.3,7.37,5.003,0,0
Papa,Región Andina,23.7,71.2,6.96,20.806,0,0
Café,Llanos Orientales,20.5,100.0,6.56,1.162,0,0
Arroz,Llanos Orientales,27.8,56.4,5.02,3.785,0,0
Maíz,Llanos Orientales,20.4,65.2,6.74,1.774,0,0
Arroz,Llanos Orientales,21.5,51.7,5.51,4.927,0,0
Café,Región Andina,29.5,69.4,7.55,0.645,0,0
Papa,Eje Cafetero,16.5,77.7,6.32,24.677,0,0
Café,Región Andina,18.8,59.2,7.61,0.644,0,0
Maíz,Eje Cafetero,16.9,73.5,4.59,1.553,0,0
Maíz,Región Andina,24.4,29.7,6.35,0.77,0,1
Café,Región Andina,24.8,49.4,7.32,0.546,0,0
Papa,Región Caribe,24.9,64.3,5.04,19.458,0,0
Plátano,Región Andina,18.7,72.0,5.99,10.096,0,0
Papa,Eje Cafetero,27.3,35.9,7.12,9.866,0,0
Café,Región Caribe,18.1,64.1,6.07,0.759,0,0
Arroz,Valle del Cauca,16.8,55.6,6.05,4.202,0,0
Café,Valle del Cauca,23.2,58.7,5.76,0.737,0,0
Café,Llanos Orientales,14.3,72.1,5.92,0.842,0,0
Café,Llanos Orientales,19.2,90.6,4.62,1.05,0,0
Arroz,Región Caribe,12.0,55.5,7.0,3.364,0,0
Maíz,Región Andina,20.4,66.2,6.94,1.938,0,0
Papa,Región Andina,15.2,95.9,6.25,25.188,0,0
Arroz,Región Caribe,24.2,35.7,5.82,2.791,0,0
Plátano,Región Caribe,7.5,40.7,6.4,4.121,0,0
Plátano,Región Andina,19.0,14.6,6.38,1.71,0,1
Café,Eje Cafetero,18.5,40.6,6.25,0.542,0,0
Arroz,Eje Cafetero,25.2,32.0,5.39,2.285,0,0
Maíz,Eje Cafetero,18.8,39.2,4.95,0.979,0,0
Plátano,Llanos Orientales,26.6,47.7,4.86,6.058,0,0
Arroz,Eje Cafetero,12.8,72.0,5.58,4.131,0,0
Café,Región Caribe,24.7,54.3,6.92,0.727,0,0
Papa,Llanos Orientales,28.1,56.0,4.59,17.909,0,0
Papa,Valle del Cauca,22.9,46.6,4.16,14.65,0,0
Arroz,Llanos Orientales,24.9,54.3,7.3,3.996,0,0
Papa,Llanos Orientales,24.9,36.8,7.4,10.208,0,0
Café,Eje Cafetero,17.8,42.0,5.39,0.523,0,0
Café,Región Caribe,20.8,34.5,6.22,0.45,0,0
Arroz,Región Caribe,18.5,35.5,6.23,2.991,0,0
Maíz,Región Caribe,28.7,56.8,6.15,1.237,0,0
Papa,Valle del Cauca,15.0,28.8,6.17,8.818,0,1
Arroz,Región Caribe,23.8,58.1,5.44,4.616,0,0
Café,Región Andina,24.7,42.9,7.49,0.512,0,0
Maíz,Región Andina,21.4,45.8,6.64,1.066,0,0
Arroz,Llanos Orientales,18.2,54.2,5.89,3.45,0,0
Maíz,Región Andina,19.0,59.9,5.07,1.479,0,0
Papa,Región Caribe,22.1,31.4,6.55,9.864,0,0
Café,Llanos Orientales,24.1,59.1,6.91,0.879,0,0
Plátano,Región Caribe,20.9,72.9,5.96,9.194,0,0
Arroz,Región Andina,25.2,37.6,5.99,3.146,0,0
Maíz,Llanos Orientales,28.6,23.5,4.61,0.469,0,1
Maíz,Eje Cafetero,12.7,56.6,5.8,1.114,0,0
Papa,Región Caribe,22.0,54.2,6.69,17.921,0,0
Café,Región Andina,12.8,33.7,5.98,0.361,0,0
Café,Valle del Cauca,27.2,50.7,5.37,0.54,0,0
Café,Valle del Cauca,26.0,66.6,5.27,0.672,0,0
Maíz,Llanos Orientales,19.8,34.3,6.2,0.801,0,0
Arroz,Llanos Orientales,21.0,5.0,5.57,0.365,0,1
Arroz,Región Caribe,18.1,87.4,5.92,7.262,0,0
Café,Llanos Orientales,25.0,19.7,5.26,0.246,0,1
Café,Valle del Cauca,23.0,71.0,5.76,0.923,0,0
Arroz,Eje Cafetero,16.9,71.0,7.11,4.899,0,0
Café,Valle del Cauca,24.9,41.3,5.93,0.521,0,0
Arroz,Valle del Cauca,24.4,58.1,7.33,4.397,0,0
Papa,Región Caribe,25.8,42.1,7.26,11.5,0,0
Maíz,Eje Cafetero,27.8,100.0,5.39,2.697,0,0
Café,Valle del Cauca,21.1,56.2,6.84,0.823,0,0
Café,Eje Cafetero,22.4,52.5,5.76,0.707,0,0
Arroz,Valle del Cauca,22.4,58.8,6.75,4.794,0,0
Plátano,Región Andina,20.4,49.9,6.78,7.242,0,0
Arroz,Llanos Orientales,30.5,50.9,6.24,3.113,1,0
Arroz,Llanos Orientales,25.6,42.0,6.25,3.353,0,0
Maíz,Valle del Cauca,22.6,70.6,5.02,2.066,0,0
Papa,Eje Cafetero,13.5,80.0,6.95,22.317,0,0
Plátano,Valle del Cauca,17.7,69.8,5.38,9.457,0,0
Papa,Llanos Orientales,27.5,48.8,7.14,16.042,0,0
Café,Eje Cafetero,24.9,56.1,7.02,0.771,0,0
Papa,Región Caribe,22.5,40.7,5.37,15.459,0,0
Maíz,Región Andina,20.0,70.1,7.4,1.72,0,0
Café,Región Caribe,19.5,40.0,4.65,0.459,0,0
Maíz,Región Caribe,22.6,6.6,6.09,0.197,0,1
Arroz,Región Andina,23.1,77.9,5.42,5.926,0,0
Café,Región Caribe,28.4,66.4,6.89,0.843,0,0
Plátano,Región Caribe,26.2,64.1,5.29,8.009,0,0
Plátano,Eje Cafetero,20.3,66.6,5.96,7.455,0,0
Arroz,Región Andina,19.9,42.7,6.07,3.95,0,0
Café,Región Caribe,24.2,60.0,7.09,0.806,0,0
Maíz,Eje Cafetero,30.3,72.8,7.15,1.479,1,0
Maíz,Llanos Orientales,25.2,53.8,5.32,1.447,0,0
Papa,Región Caribe,17.4,65.9,5.24,22.875,0,0
Maíz,Región Andina,21.0,92.0,6.33,2.369,0,0
Café,Valle del Cauca,13.6,44.4,6.98,0.529,0,0
Plátano,Llanos Orientales,24.9,44.1,8.5,5.699,0,0
Maíz,Valle del Cauca,24.8,82.0,5.7,1.973,0,0
Maíz,Eje Cafetero,17.9,31.2,5.99,0.767,0,0
Papa,Eje Cafetero,27.3,25.2,6.73,8.475,0,1
Maíz,Región Andina,20.8,65.8,6.3,1.745,0,0
Plátano,Región Andina,21.4,65.4,5.69,8.27,0,0
Café,Eje Cafetero,16.3,75.0,6.14,0.731,0,0
Arroz,Valle del Cauca,25.5,83.9,5.74,6.805,0,0
Maíz,Región Caribe,21.9,50.1,5.79,1.215,0,0
Café,Valle del Cauca,23.4,68.8,6.47,0.858,0,0
Papa,Región Andina,25.3,63.9,6.53,20.135,0,0
Plátano,Región Andina,23.4,28.3,6.75,3.369,0,1
Café,Valle del Cauca,28.1,69.3,6.46,0.915,0,0
Arroz,Región Caribe,16.9,55.7,5.24,4.608,0,0
Plátano,Región Caribe,19.6,29.0,6.6,3.252,0,1
Arroz,Valle del Cauca,22.1,84.8,6.66,6.679,0,0
Plátano,Valle del Cauca,27.2,74.8,7.88,8.124,0,0
Plátano,Región Andina,27.9,38.7,5.79,3.731,0,0
Arroz,Valle del Cauca,28.5,41.0,6.86,2.62,0,0
Café,Valle del Cauca,23.9,54.8,6.12,0.653,0,0
Café,Valle del Cauca,24.1,58.3,6.24,0.711,0,0
Arroz,Valle del Cauca,30.8,63.4,5.65,4.282,1,0
Café,Eje Cafetero,31.8,30.3,6.82,0.332,1,0
Arroz,Eje Cafetero,23.0,48.7,6.49,3.414,0,0
Papa,Llanos Orientales,24.6,60.7,7.19,20.663,0,0
Plátano,Región Andina,17.4,52.1,8.3,7.034,0,0
Arroz,Llanos Orientales,20.9,63.5,5.98,5.938,0,0
Maíz,Valle del Cauca,25.1,67.0,7.24,1.636,0,0
Papa,Región Caribe,22.3,53.0,6.15,19.879,0,0
Maíz,Valle del Cauca,17.6,19.5,6.08,0.53,0,1
Papa,Eje Cafetero,17.1,68.6,6.02,17.81,0,0
Maíz,Región Andina,26.7,52.2,5.84,1.143,0,0
Maíz,Eje Cafetero,21.9,89.7,5.21,2.658,0,0
Arroz,Llanos Orientales,15.0,29.7,6.12,2.348,0,1
Papa,Región Andina,32.1,61.2,5.34,14.483,1,0
Café,Valle del Cauca,26.3,69.2,5.63,0.851,0,0
Café,Valle del Cauca,18.8,50.8,7.22,0.745,0,0
Arroz,Región Caribe,23.0,56.1,5.5,4.766,0,0
Plátano,Región Caribe,20.4,27.9,7.1,3.726,0,1
Café,Llanos Orientales,30.1,62.2,5.66,0.619,1,0
Maíz,Región Caribe,24.5,86.8,7.16,2.196,0,0
Plátano,Valle del Cauca,18.9,75.5,5.72,9.665,0,0
Café,Valle del Cauca,25.5,77.3,5.39,0.967,0,0
Café,Llanos Orientales,25.0,52.3,6.23,0.663,0,0
Papa,Eje Cafetero,21.2,38.3,5.23,12.911,0,0
Arroz,Eje Cafetero,11.2,42.8,5.77,2.545,0,0
Maíz,Región Caribe,13.6,54.5,7.84,0.988,0,0
Maíz,Región Andina,20.0,74.1,4.47,1.848,0,0
Plátano,Valle del Cauca,15.3,40.5,6.66,5.365,0,0
Arroz,Eje Cafetero,25.6,60.9,4.52,5.257,0,0
Arroz,Región Andina,26.4,47.4,6.08,4.025,0,0
Plátano,Eje Cafetero,19.0,51.2,5.27,6.006,0,0
Plátano,Región Andina,30.2,65.8,6.06,6.969,1,0
Maíz,Región Caribe,17.9,65.9,4.74,1.893,0,0
Café,Llanos Orientales,23.6,44.4,7.03,0.594,0,0
Café,Valle del Cauca,18.3,57.9,5.41,0.792,0,0
Café,Valle del Cauca,24.3,71.7,5.85,0.799,0,0
Maíz,Región Andina,24.5,60.1,5.74,1.787,0,0
Maíz,Llanos Orientales,9.4,29.4,6.33,0.512,0,1
Arroz,Región Andina,18.6,53.0,5.71,3.527,0,0
Arroz,Eje Cafetero,27.7,46.5,7.21,3.516,0,0
Arroz,Valle del Cauca,22.2,63.3,5.97,5.524,0,0
Arroz,Llanos Orientales,21.0,79.5,6.25,7.251,0,0
Arroz,Llanos Orientales,24.7,47.6,6.14,3.271,0,0
Plátano,Valle del Cauca,22.4,27.2,6.58,3.672,0,1
Papa,Región Caribe,19.1,56.2,6.23,18.757,0,0
Maíz,Región Andina,29.6,56.6,6.54,1.215,0,0
Arroz,Eje Cafetero,19.9,42.2,7.76,2.973,0,0
Arroz,Valle del Cauca,28.4,38.5,5.65,2.8,0,0
Maíz,Valle del Cauca,16.1,59.5,8.15,1.307,0,0
Arroz,Región Caribe,17.0,71.6,5.77,4.564,0,0
Papa,Valle del Cauca,27.6,70.4,5.12,18.023,0,0
Papa,Llanos Orientales,13.0,65.5,6.59,20.341,0,0
Café,Eje Cafetero,25.0,29.3,6.77,0.348,0,1
Café,Región Caribe,20.4,59.5,5.21,0.687,0,0
Maíz,Región Caribe,24.0,55.4,5.21,1.374,0,0
Arroz,Llanos Orientales,13.5,91.2,5.26,6.85,0,0
Arroz,Eje Cafetero,25.9,53.5,6.19,4.779,0,0
Arroz,Región Andina,12.7,73.6,6.87,4.368,0,0
Café,Eje Cafetero,22.6,79.2,6.59,1.146,0,0
Café,Llanos Orientales,27.8,99.3,6.9,1.075,0,0
Café,Región Andina,18.8,55.9,6.9,0.799,0,0
Arroz,Región Andina,26.2,20.6,6.76,1.53,0,1
Arroz,Región Andina,24.8,21.0,5.86,1.929,0,1
Maíz,Eje Cafetero,24.2,51.6,7.13,1.299,0,0
Arroz,Eje Cafetero,29.9,47.0,7.2,3.088,0,0
Café,Valle del Cauca,23.1,56.8,6.65,0.843,0,0
Papa,Valle del Cauca,19.6,38.6,7.22,12.964,0,0
Maíz,Eje Cafetero,16.2,50.9,5.13,1.156,0,0
Maíz,Eje Cafetero,19.3,58.8,7.52,1.247,0,0
Maíz,Llanos Orientales,18.2,52.1,5.98,1.084,0,0
Arroz,Región Andina,11.9,71.3,5.22,4.284,0,0
Maíz,Llanos Orientales,18.3,68.0,5.97,1.94,0,0
Plátano,Valle del Cauca,22.7,51.9,6.28,6.907,0,0
Maíz,Región Caribe,21.9,32.7,6.12,0.839,0,0
Café,Valle del Cauca,16.3,86.6,6.75,1.088,0,0
Maíz,Valle del Cauca,20.1,48.0,6.34,1.287,0,0
Café,Región Andina,24.9,59.6,5.01,0.795,0,0
Papa,Región Caribe,20.0,49.5,6.64,18.591,0,0
Maíz,Valle del Cauca,25.5,55.4,5.78,1.284,0,0
Arroz,Valle del Cauca,17.2,56.8,6.48,4.769,0,0
Maíz,Valle del Cauca,33.9,76.4,5.45,1.404,1,0
Maíz,Valle del Cauca,25.2,62.7,6.37,1.708,0,0
Arroz,Eje Cafetero,26.2,58.0,6.81,3.965,0,0
Café,Región Andina,21.8,10.8,4.61,0.173,0,1
Maíz,Eje Cafetero,25.1,49.4,8.48,1.109,0,0
Maíz,Llanos Orientales,21.6,68.6,6.67,2.014,0,0
Arroz,Llanos Orientales,19.3,85.2,5.06,5.697,0,0
Maíz,Región Andina,25.6,43.5,5.64,0.964,0,0
Café,Valle del Cauca,23.3,72.0,5.66,0.944,0,0
Plátano,Región Andina,18.1,23.0,5.72,2.787,0,1
Café,Llanos Orientales,24.9,44.7,6.04,0.54,0,0
Papa,Llanos Orientales,21.6,46.6,6.44,16.663,0,0
Café,Región Andina,18.0,43.8,5.21,0.54,0,0
Papa,Eje Cafetero,25.3,50.7,6.43,17.21,0,0
Maíz,Región Andina,15.7,79.8,6.59,1.923,0,0
Maíz,Eje Cafetero,24.7,82.0,6.11,1.835,0,0
Maíz,Región Caribe,24.2,44.6,6.34,1.141,0,0
Maíz,Valle del Cauca,15.0,48.2,6.55,1.1,0,0
Café,Llanos Orientales,27.1,92.7,5.33,1.163,0,0
Café,Eje Cafetero,23.9,77.8,5.33,0.848,0,0
Maíz,Región Caribe,18.2,39.2,5.45,1.133,0,0
Café,Región Andina,23.4,83.1,6.18,0.899,0,0
Papa,Región Caribe,25.5,66.9,6.97,22.395,0,0
Arroz,Llanos Orientales,22.0,31.9,6.77,3.093,0,0
Papa,Región Caribe,19.1,75.3,5.99,21.088,0,0
Café,Valle del Cauca,22.9,49.2,6.39,0.622,0,0
Papa,Eje Cafetero,20.8,45.9,7.35,15.753,0,0
Arroz,Llanos Orientales,19.3,31.6,5.51,2.286,0,0
Plátano,Eje Cafetero,24.2,41.5,7.03,4.657,0,0
Maíz,Valle del Cauca,27.5,62.0,5.54,1.473,0,0
Café,Eje Cafetero,28.3,59.2,6.27,0.656,0,0
Arroz,Llanos Orientales,19.5,78.3,5.82,6.282,0,0
Maíz,Valle del Cauca,23.8,40.4,6.15,1.198,0,0
Café,Región Caribe,30.3,63.0,4.65,0.733,1,0
Café,Eje Cafetero,24.5,57.3,5.52,0.737,0,0
Café,Región Andina,20.6,44.8,5.67,0.622,0,0
Papa,Llanos Orientales,22.8,43.9,4.74,16.867,0,0
Café,Eje Cafetero,24.8,49.0,7.25,0.726,0,0
Café,Llanos Orientales,21.1,41.9,6.51,0.6,0,0
Café,Valle del Cauca,33.3,69.0,5.4,0.618,1,0
Café,Llanos Orientales,20.0,73.9,5.24,0.81,0,0
Café,Eje Cafetero,23.6,63.2,8.01,0.918,0,0
Maíz,Valle del Cauca,18.7,10.1,7.23,0.23,0,1
Café,Valle del Cauca,20.7,58.9,6.05,0.88,0,0
Café,Llanos Orientales,19.6,93.7,6.19,1.168,0,0
Café,Llanos Orientales,20.7,44.2,6.81,0.534,0,0
Café,Eje Cafetero,24.9,42.7,5.0,0.62,0,0
Café,Llanos Orientales,20.7,52.4,6.19,0.629,0,0
Café,Llanos Orientales,19.8,73.9,5.05,0.972,0,0
